epoch,train_loss,train_acc,valid_loss,valid_acc
0,3.5786821842193604,0.10227640522170676,15.734783172607422,0.10011686793922867
1,16.63350486755371,0.1084798791671162,9.773538589477539,0.09816906895208415
2,10.039536476135254,0.10966663070449886,3.640748977661133,0.1098558628749513
3,3.7515695095062256,0.11252562304455713,2.4581704139709473,0.11764705882352941
4,2.493110418319702,0.1241234221598878,2.3234338760375977,0.11102454226723803
5,2.329206705093384,0.1318912504045744,2.307976007461548,0.11258278145695365
6,2.3069283962249756,0.1219656920919193,2.3048901557922363,0.1164783794312427
7,2.3004283905029297,0.11689502643219334,2.3032596111297607,0.1020646669263732
8,2.2942795753479004,0.1089653684324091,2.299954891204834,0.10050642773665758
9,2.2863829135894775,0.10999029021469414,2.295539617538452,0.10167510712894429
10,2.2735707759857178,0.11597799115330672,2.2896106243133545,0.10673938449552006
11,2.257802963256836,0.12827705254072716,2.282459259033203,0.11998441760810284
12,2.2387330532073975,0.14667170137015859,2.2723963260650635,0.1386832878846903
13,2.215001106262207,0.16905815082533174,2.2638931274414062,0.14920140241527075
14,2.193622350692749,0.18114143920595532,2.2582809925079346,0.15153876119984416
15,2.1810529232025146,0.18329916927392384,2.249858856201172,0.15309700038955978
16,2.16648268699646,0.18410831804941202,2.240612745285034,0.15816127775613556
17,2.1354992389678955,0.18810011867515375,2.2346653938293457,0.14842228282041292
18,2.122431516647339,0.18912504045743878,2.2320938110351562,0.14881184261784183
19,2.104710340499878,0.1879382889200561,2.2291901111602783,0.14374756525126606
20,2.0917837619781494,0.19349444384507497,2.2196383476257324,0.15192832099727308
21,2.071915626525879,0.2048764699536088,2.2201240062713623,0.16244643552785354
22,2.0534911155700684,0.22381055130003236,2.2165074348449707,0.16867939228671602
23,2.048400640487671,0.2326572445787032,2.212221622467041,0.19205298013245034
24,2.023000955581665,0.2378357967418276,2.210362434387207,0.19205298013245034
25,2.0186452865600586,0.24371561117704174,2.199882984161377,0.1971172574990261
26,2.0010643005371094,0.24862444708167009,2.19821834564209,0.19906505648617062
27,1.9920439720153809,0.24770741180278347,2.202437400817871,0.19244253992987922
28,1.9885132312774658,0.2506203473945409,2.203718423843384,0.1901051811453058
29,1.9775971174240112,0.2535872262379976,2.206929922103882,0.1986754966887417
30,1.9681529998779297,0.2547200345236811,2.216665267944336,0.19594857810673938
31,1.9634273052215576,0.25784874312223544,2.2303307056427,0.18582002337358786
32,1.9616172313690186,0.259520983924911,2.2235286235809326,0.1986754966887417
33,1.955996036529541,0.2647534793397346,2.221914291381836,0.1963381379041683
34,1.956202745437622,0.2661020606322149,2.2254154682159424,0.1889365017530191
35,1.937827467918396,0.270956953285144,2.217667579650879,0.19945461628359953
36,1.9255553483963013,0.2841191066997519,2.2146005630493164,0.2049084534476042
37,1.9292935132980347,0.28616895026432193,2.232175350189209,0.20763537202960655
38,1.9158380031585693,0.2885963965907865,2.2183079719543457,0.20257109466303078
39,1.9147095680236816,0.2922645377063329,2.2159006595611572,0.21231008959875342
40,1.9027363061904907,0.2902686373934621,2.226194143295288,0.2111414102064667
41,1.891088604927063,0.3007336282231093,2.2160630226135254,0.2189326061550448
42,1.8823447227478027,0.304725428848851,2.2207236289978027,0.20607713283989093
43,1.8939814567565918,0.29183299169273924,2.223206043243408,0.22088040514218932
44,1.877940058708191,0.3103894702772683,2.2135939598083496,0.2111414102064667
45,1.8731189966201782,0.3085553997194951,2.197568893432617,0.226334242306194
46,1.8603801727294922,0.3103355270255691,2.1977763175964355,0.22243864433190494
47,1.870346188545227,0.30483331535224945,2.2025275230407715,0.22828204129333854
48,1.850606918334961,0.31486676016830295,2.2015364170074463,0.2259446825087651
49,1.8573403358459473,0.3137878951343187,2.195791482925415,0.22438644331904947
50,1.8495122194290161,0.3188585607940447,2.2052266597747803,0.21776392676275808
51,1.8539018630981445,0.3078541374474053,2.1668288707733154,0.2341254382547721
52,1.832445740699768,0.32662638903873126,2.1626696586608887,0.2337358784573432
53,1.8397853374481201,0.32662638903873126,2.1670451164245605,0.2407479548110635
54,1.8276234865188599,0.32441471571906355,2.172968626022339,0.23139851967276978
55,1.8252382278442383,0.33266803322904304,2.157611846923828,0.23022984028048304
56,1.815992832183838,0.3285144028482037,2.15474534034729,0.23451499805220102
57,1.8092223405838013,0.3367677203581832,2.16329288482666,0.23802103622906115
58,1.8118950128555298,0.3328298629841407,2.148279905319214,0.24386443319049475
59,1.8049793243408203,0.3424857050382997,2.142282009124756,0.24347487339306584
60,1.8025462627410889,0.3381702449023627,2.151548385620117,0.23529411764705882
